"institution_storing","nRecords","pRecords","RecordType","FilterType","cumFrac"
"Research Collection of Jae-Cheon Sohn",2,6.29910546403305e-07,"raw","Any location",0.999945512737736
"Research Collection of John Hyatt",2,6.29910546403305e-07,"raw","Any location",0.999946142648283
"Research Collection of Jorma Lilja",2,6.29910546403305e-07,"raw","Any location",0.999946772558829
"Research Collection of Ken Stead",2,6.29910546403305e-07,"raw","Any location",0.999947402469375
"Research Collection of Michael Leipnitz",2,6.29910546403305e-07,"raw","Any location",0.999948032379922
"Research Collection of Michael Sharkey",2,6.29910546403305e-07,"raw","Any location",0.999948662290468
"Research Collection of Pasquale Trematerra",2,6.29910546403305e-07,"raw","Any location",0.999949292201014
"Research Collection of Ricky Patterson",2,6.29910546403305e-07,"raw","Any location",0.999949922111561
"Research Collection of Steven Bransky",2,6.29910546403305e-07,"raw","Any location",0.999950552022107
"Research Collection of Theo C. Garrevoet",2,6.29910546403305e-07,"raw","Any location",0.999951181932654
"Research Collection of Thierry Varenne",2,6.29910546403305e-07,"raw","Any location",0.9999518118432
"Research Collection of Ulrich Brosch",2,6.29910546403305e-07,"raw","Any location",0.999952441753747
"Research Collection of W. A. Palmer",2,6.29910546403305e-07,"raw","Any location",0.999953071664293
"United States Department of Agriculture, Bee Biology and Systematics Lab",2,6.29910546403305e-07,"raw","Any location",0.999953701574839
"Universidad Michoacana de San Nicolas de Hidalgo",2,6.29910546403305e-07,"raw","Any location",0.999954331485386
"University Kiev, Zoological Museum",2,6.29910546403305e-07,"raw","Any location",0.999954961395932
"University of Hawaii at Hilo",2,6.29910546403305e-07,"raw","Any location",0.999955591306478
"University of Tennessee, Insect Collection",2,6.29910546403305e-07,"raw","Any location",0.999956221217025
"University of Wroclaw",2,6.29910546403305e-07,"raw","Any location",0.999956851127571
"Wright State University",2,6.29910546403305e-07,"raw","Any location",0.999957481038118
"Agricultural Institute of Slovenia",1,3.14955273201653e-07,"raw","Any location",0.999957795993391
"Arctic Alpine Collection",1,3.14955273201653e-07,"raw","Any location",0.999958110948664
"Arizona State University",1,3.14955273201653e-07,"raw","Any location",0.999958425903937
"Auburn University, Rouse Life Science Building",1,3.14955273201653e-07,"raw","Any location",0.999958740859211
"Auckland War Memorial Museum",1,3.14955273201653e-07,"raw","Any location",0.999959055814484
"Bernice Pauahi Bishop Museum",1,3.14955273201653e-07,"raw","Any location",0.999959370769757
"Canadian Wildlife Service",1,3.14955273201653e-07,"raw","Any location",0.99995968572503
"Centre for Entomological Studies Ankara",1,3.14955273201653e-07,"raw","Any location",0.999960000680303
"Charite Campus Benjamin Franklin",1,3.14955273201653e-07,"raw","Any location",0.999960315635577
"Chickamauga and Chattanooga National Military Park",1,3.14955273201653e-07,"raw","Any location",0.99996063059085
"Chulalongkorn University",1,3.14955273201653e-07,"raw","Any location",0.999960945546123
"Dalton State College",1,3.14955273201653e-07,"raw","Any location",0.999961260501396
"Everglades National Park, Museum Collection",1,3.14955273201653e-07,"raw","Any location",0.999961575456669
"Fundacao Zoobotanica do Rio Grande do Sul, Museu de Ciencias Naturais",1,3.14955273201653e-07,"raw","Any location",0.999961890411943
"General Station of Forest Pest Management, China",1,3.14955273201653e-07,"raw","Any location",0.999962205367216
"Grigore Antipa National Museum of Natural History",1,3.14955273201653e-07,"raw","Any location",0.999962520322489
"Hawaii Volcanoes National Park Insect Collection",1,3.14955273201653e-07,"raw","Any location",0.999962835277762
"ICAR, National Bureau of Agricultural Insect Resources",1,3.14955273201653e-07,"raw","Any location",0.999963150233035
"Indian Institute of Horticultural Research",1,3.14955273201653e-07,"raw","Any location",0.999963465188309
"Istituto Superiore di Sanita",1,3.14955273201653e-07,"raw","Any location",0.999963780143582
"John Innes Centre",1,3.14955273201653e-07,"raw","Any location",0.999964095098855
"Kansas State University, Department of Entomology",1,3.14955273201653e-07,"raw","Any location",0.999964410054128
"Kiel University, Institute for Polar Ecology",1,3.14955273201653e-07,"raw","Any location",0.999964725009401
"King Khalid University",1,3.14955273201653e-07,"raw","Any location",0.999965039964675
"Laboratorio Nacional de Computacao Cientifica",1,3.14955273201653e-07,"raw","Any location",0.999965354919948
"Lund University, Lund Museum of Zoology",1,3.14955273201653e-07,"raw","Any location",0.999965669875221
"Museo Civico di Storia Naturale, Genova",1,3.14955273201653e-07,"raw","Any location",0.999965984830494
"Nankai University",1,3.14955273201653e-07,"raw","Any location",0.999966299785767
"National Museum of the Philippines",1,3.14955273201653e-07,"raw","Any location",0.999966614741041
"National Museum, Prague",1,3.14955273201653e-07,"raw","Any location",0.999966929696314
"National Sun Yat-Sen University",1,3.14955273201653e-07,"raw","Any location",0.999967244651587
"Natural History Museum of the Grisons",1,3.14955273201653e-07,"raw","Any location",0.99996755960686
"Natural History Museum Vienna, Research Collection",1,3.14955273201653e-07,"raw","Any location",0.999967874562133
"Naturalis Biodiversity Centre, Zoology Collections",1,3.14955273201653e-07,"raw","Any location",0.999968189517407
"Nature Metrics Ltd.",1,3.14955273201653e-07,"raw","Any location",0.99996850447268
"Pacific Agri-Food Research Centre",1,3.14955273201653e-07,"raw","Any location",0.999968819427953
"Private Collection of A. Allen",1,3.14955273201653e-07,"raw","Any location",0.999969134383226
"Private Collection of H. Haraldseide",1,3.14955273201653e-07,"raw","Any location",0.999969449338499
"Purdue University",1,3.14955273201653e-07,"raw","Any location",0.999969764293773
"Quaid i Azam University",1,3.14955273201653e-07,"raw","Any location",0.999970079249046
"Research Collection of A. Exposito",1,3.14955273201653e-07,"raw","Any location",0.999970394204319
"Research Collection of A. Mayr",1,3.14955273201653e-07,"raw","Any location",0.999970709159592
"Research Collection of Andrew Graham",1,3.14955273201653e-07,"raw","Any location",0.999971024114865
"Research Collection of Andrew Russell",1,3.14955273201653e-07,"raw","Any location",0.999971339070139
"Research Collection of Anssi Teraes",1,3.14955273201653e-07,"raw","Any location",0.999971654025412
"Research Collection of Antonio Verdugo Paez",1,3.14955273201653e-07,"raw","Any location",0.999971968980685
"Research Collection of Ari Uusimaeki",1,3.14955273201653e-07,"raw","Any location",0.999972283935958
"Research Collection of Armin Hauenstein",1,3.14955273201653e-07,"raw","Any location",0.999972598891231
"Research Collection of B. M. Fjellstad",1,3.14955273201653e-07,"raw","Any location",0.999972913846505
"Research Collection of Bernd May",1,3.14955273201653e-07,"raw","Any location",0.999973228801778
"Research Collection of Christer Hansson",1,3.14955273201653e-07,"raw","Any location",0.999973543757051
"Research Collection of Christoph Schoenborn",1,3.14955273201653e-07,"raw","Any location",0.999973858712324
"Research Collection of Claudio Flamigni",1,3.14955273201653e-07,"raw","Any location",0.999974173667597
"Research Collection of Colin Plant",1,3.14955273201653e-07,"raw","Any location",0.999974488622871
"Research Collection of D. R. Badgero",1,3.14955273201653e-07,"raw","Any location",0.999974803578144
"Research Collection of Dave Rolfe",1,3.14955273201653e-07,"raw","Any location",0.999975118533417
"Research Collection of E. H. Metzler",1,3.14955273201653e-07,"raw","Any location",0.99997543348869
"Research Collection of Fred Goussey",1,3.14955273201653e-07,"raw","Any location",0.999975748443963
"Research Collection of George Else",1,3.14955273201653e-07,"raw","Any location",0.999976063399237
"Research Collection of Gerald Fuchs",1,3.14955273201653e-07,"raw","Any location",0.99997637835451
"Research Collection of H. Roweck",1,3.14955273201653e-07,"raw","Any location",0.999976693309783
"Research Collection of Heinz Bussler",1,3.14955273201653e-07,"raw","Any location",0.999977008265056
"Research Collection of Hossein Rajaei",1,3.14955273201653e-07,"raw","Any location",0.999977323220329
"Research Collection of Iva Mihoci",1,3.14955273201653e-07,"raw","Any location",0.999977638175603
"Research Collection of J. Kahanpaeae",1,3.14955273201653e-07,"raw","Any location",0.999977953130876
"Research Collection of J. Koistinen",1,3.14955273201653e-07,"raw","Any location",0.999978268086149
"Research Collection of J. Maslowski",1,3.14955273201653e-07,"raw","Any location",0.999978583041422
"Research Collection of J. Morton",1,3.14955273201653e-07,"raw","Any location",0.999978897996695
"Research Collection of J. Nel",1,3.14955273201653e-07,"raw","Any location",0.999979212951969
"Research Collection of J. Salmela",1,3.14955273201653e-07,"raw","Any location",0.999979527907242
"Research Collection of J. Stary",1,3.14955273201653e-07,"raw","Any location",0.999979842862515
"Research Collection of Jaakko Karvonen",1,3.14955273201653e-07,"raw","Any location",0.999980157817788
"Research Collection of Jason Dombroskie",1,3.14955273201653e-07,"raw","Any location",0.999980472773061
"Research Collection of John Longino",1,3.14955273201653e-07,"raw","Any location",0.999980787728335
"Research Collection of Joop Schaffers",1,3.14955273201653e-07,"raw","Any location",0.999981102683608
"Research Collection of Jordi Dantart",1,3.14955273201653e-07,"raw","Any location",0.999981417638881
"Research Collection of Juergen Lenz",1,3.14955273201653e-07,"raw","Any location",0.999981732594154
"Research Collection of K.J. (Hans) Huisman",1,3.14955273201653e-07,"raw","Any location",0.999982047549427
"Research Collection of Kaj Winqvist",1,3.14955273201653e-07,"raw","Any location",0.999982362504701
"Research Collection of Karel Cerny",1,3.14955273201653e-07,"raw","Any location",0.999982677459974
"Research Collection of Kentaro Toyoshima",1,3.14955273201653e-07,"raw","Any location",0.999982992415247
"Research Collection of L. Deventer",1,3.14955273201653e-07,"raw","Any location",0.99998330737052
"Research Collection of Luigi Racheli",1,3.14955273201653e-07,"raw","Any location",0.999983622325794
"Research Collection of M. Hull",1,3.14955273201653e-07,"raw","Any location",0.999983937281067
"Research Collection of Marc Meyer",1,3.14955273201653e-07,"raw","Any location",0.99998425223634
"Research Collection of Marcel Hellers",1,3.14955273201653e-07,"raw","Any location",0.999984567191613
"Research Collection of Marko Mutanen",1,3.14955273201653e-07,"raw","Any location",0.999984882146886
"Research Collection of Matthias Seidel",1,3.14955273201653e-07,"raw","Any location",0.999985197102159
"Research Collection of Mike Edwards",1,3.14955273201653e-07,"raw","Any location",0.999985512057433
"Research Collection of N. Hall",1,3.14955273201653e-07,"raw","Any location",0.999985827012706
"Research Collection of P.J. Clarke",1,3.14955273201653e-07,"raw","Any location",0.999986141967979
"Research Collection of R. Siloaho",1,3.14955273201653e-07,"raw","Any location",0.999986456923252
"Research Collection of Rainer Busse",1,3.14955273201653e-07,"raw","Any location",0.999986771878525
"Research Collection of Reinhard Gerecke",1,3.14955273201653e-07,"raw","Any location",0.999987086833799
"Research Collection of S. Corver",1,3.14955273201653e-07,"raw","Any location",0.999987401789072
"Research Collection of Sebastien Berhamel",1,3.14955273201653e-07,"raw","Any location",0.999987716744345
"Research Collection of Shen Horn Yen",1,3.14955273201653e-07,"raw","Any location",0.999988031699618
"Research Collection of Thomas Suessmuth",1,3.14955273201653e-07,"raw","Any location",0.999988346654892
"Research Collection of Timo Leponiemi",1,3.14955273201653e-07,"raw","Any location",0.999988661610165
"Research Collection of Tom Sleep",1,3.14955273201653e-07,"raw","Any location",0.999988976565438
"Research Collection of Ulrich Weritz",1,3.14955273201653e-07,"raw","Any location",0.999989291520711
"Research Collection of V. Redondo",1,3.14955273201653e-07,"raw","Any location",0.999989606475984
"Research Collection of Victor O. Becker",1,3.14955273201653e-07,"raw","Any location",0.999989921431258
"Research Collection of Victor Sinyaev",1,3.14955273201653e-07,"raw","Any location",0.999990236386531
"Research Collection of Witold Zajda",1,3.14955273201653e-07,"raw","Any location",0.999990551341804
"Russell Cave National Monument",1,3.14955273201653e-07,"raw","Any location",0.999990866297077
"Senckenberg Museum of Natural History Goerlitz",1,3.14955273201653e-07,"raw","Any location",0.99999118125235
"Shiloh National Military Park",1,3.14955273201653e-07,"raw","Any location",0.999991496207624
"Shimane Agricultural Technology Center",1,3.14955273201653e-07,"raw","Any location",0.999991811162897
"Siberian Zoological Museum, Novosibirsk",1,3.14955273201653e-07,"raw","Any location",0.99999212611817
"Southwest Agricultural University",1,3.14955273201653e-07,"raw","Any location",0.999992441073443
"Tarim University",1,3.14955273201653e-07,"raw","Any location",0.999992756028716
"Tasmanian Government, Dept of Primary Industries, Parks, Water and Environment",1,3.14955273201653e-07,"raw","Any location",0.999993070983989
"Texas A&M University, Dept of Entomology, USA",1,3.14955273201653e-07,"raw","Any location",0.999993385939263
"The National Human Genome Research Institute",1,3.14955273201653e-07,"raw","Any location",0.999993700894536
