bioproject_accession	sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2	Library
PRJNA518082	oro162383	oro162383	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162383_L001_R1_001.fastq.gz	oro162383_L001_R2_001.fastq.gz	libA
PRJNA518082	oro163084	oro163084	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro163084_L001_R1_001.fastq.gz	oro163084_L001_R2_001.fastq.gz	libA
PRJNA518082	oro163085	oro163085	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro163085_L001_R1_001.fastq.gz	oro163085_L001_R2_001.fastq.gz	libA
PRJNA518082	oro163086	oro163086	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro163086_L001_R1_001.fastq.gz	oro163086_L001_R2_001.fastq.gz	libA
PRJNA518082	oro163087	oro163087	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro163087_L001_R1_001.fastq.gz	oro163087_L001_R2_001.fastq.gz	libA
PRJNA518082	oro163088	oro163088	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro163088_L001_R1_001.fastq.gz	oro163088_L001_R2_001.fastq.gz	libA
PRJNA518082	oro163089	oro163089	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro163089_L001_R1_001.fastq.gz	oro163089_L001_R2_001.fastq.gz	libA
PRJNA518082	oro163090	oro163090	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro163090_L001_R1_001.fastq.gz	oro163090_L001_R2_001.fastq.gz	libA
PRJNA518082	oro163091	oro163091	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro163091_L001_R1_001.fastq.gz	oro163091_L001_R2_001.fastq.gz	libA
PRJNA518082	oro163092	oro163092	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro163092_L001_R1_001.fastq.gz	oro163092_L001_R2_001.fastq.gz	libA
PRJNA518082	oro163093	oro163093	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro163093_L001_R1_001.fastq.gz	oro163093_L001_R2_001.fastq.gz	libA
PRJNA518082	oro163094	oro163094	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro163094_L001_R1_001.fastq.gz	oro163094_L001_R2_001.fastq.gz	libA
PRJNA518082	oro163095	oro163095	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro163095_L001_R1_001.fastq.gz	oro163095_L001_R2_001.fastq.gz	libA
PRJNA518082	oro163097	oro163097	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro163097_L001_R1_001.fastq.gz	oro163097_L001_R2_001.fastq.gz	libA
PRJNA518082	oro163098	oro163098	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro163098_L001_R1_001.fastq.gz	oro163098_L001_R2_001.fastq.gz	libA
PRJNA518082	oro163099	oro163099	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro163099_L001_R1_001.fastq.gz	oro163099_L001_R2_001.fastq.gz	libA
PRJNA518082	oro163100	oro163100	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro163100_L001_R1_001.fastq.gz	oro163100_L001_R2_001.fastq.gz	libA
PRJNA518082	oro163101	oro163101	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro163101_L001_R1_001.fastq.gz	oro163101_L001_R2_001.fastq.gz	libA
PRJNA518082	oro163102	oro163102	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro163102_L001_R1_001.fastq.gz	oro163102_L001_R2_001.fastq.gz	libA
PRJNA518082	oro163103	oro163103	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro163103_L001_R1_001.fastq.gz	oro163103_L001_R2_001.fastq.gz	libA
PRJNA518082	oro163104	oro163104	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro163104_L001_R1_001.fastq.gz	oro163104_L001_R2_001.fastq.gz	libA
PRJNA518082	oro163105	oro163105	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro163105_L001_R1_001.fastq.gz	oro163105_L001_R2_001.fastq.gz	libA
PRJNA518082	oro163106	oro163106	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro163106_L001_R1_001.fastq.gz	oro163106_L001_R2_001.fastq.gz	libA
PRJNA518082	oro163107	oro163107	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro163107_L001_R1_001.fastq.gz	oro163107_L001_R2_001.fastq.gz	libA
PRJNA518082	oro163108	oro163108	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro163108_L001_R1_001.fastq.gz	oro163108_L001_R2_001.fastq.gz	libA
PRJNA518082	oro163109	oro163109	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro163109_L001_R1_001.fastq.gz	oro163109_L001_R2_001.fastq.gz	libA
PRJNA518082	oro163110	oro163110	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro163110_L001_R1_001.fastq.gz	oro163110_L001_R2_001.fastq.gz	libA
PRJNA518082	oro163111	oro163111	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro163111_L001_R1_001.fastq.gz	oro163111_L001_R2_001.fastq.gz	libA
PRJNA518082	oro163112	oro163112	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro163112_L001_R1_001.fastq.gz	oro163112_L001_R2_001.fastq.gz	libA
PRJNA518082	oro163113	oro163113	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro163113_L001_R1_001.fastq.gz	oro163113_L001_R2_001.fastq.gz	libA
PRJNA518082	oro163114	oro163114	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro163114_L001_R1_001.fastq.gz	oro163114_L001_R2_001.fastq.gz	libA
PRJNA518082	oro163115	oro163115	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro163115_L001_R1_001.fastq.gz	oro163115_L001_R2_001.fastq.gz	libA
PRJNA518082	oro163116	oro163116	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro163116_L001_R1_001.fastq.gz	oro163116_L001_R2_001.fastq.gz	libA
PRJNA518082	oro163117	oro163117	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro163117_L001_R1_001.fastq.gz	oro163117_L001_R2_001.fastq.gz	libA
PRJNA518082	oro163118	oro163118	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro163118_L001_R1_001.fastq.gz	oro163118_L001_R2_001.fastq.gz	libA
PRJNA518082	oro163119	oro163119	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro163119_L001_R1_001.fastq.gz	oro163119_L001_R2_001.fastq.gz	libA
PRJNA518082	oro163120	oro163120	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro163120_L001_R1_001.fastq.gz	oro163120_L001_R2_001.fastq.gz	libA
PRJNA518082	oro163121	oro163121	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro163121_L001_R1_001.fastq.gz	oro163121_L001_R2_001.fastq.gz	libA
PRJNA518082	oro163122	oro163122	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro163122_L001_R1_001.fastq.gz	oro163122_L001_R2_001.fastq.gz	libA
PRJNA518082	oro163123	oro163123	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro163123_L001_R1_001.fastq.gz	oro163123_L001_R2_001.fastq.gz	libA
PRJNA518082	oro163124	oro163124	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro163124_L001_R1_001.fastq.gz	oro163124_L001_R2_001.fastq.gz	libA
PRJNA518082	oro163125	oro163125	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro163125_L001_R1_001.fastq.gz	oro163125_L001_R2_001.fastq.gz	libA
PRJNA518082	oro163126	oro163126	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro163126_L001_R1_001.fastq.gz	oro163126_L001_R2_001.fastq.gz	libA
PRJNA518082	oro163128	oro163128	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro163128_L001_R1_001.fastq.gz	oro163128_L001_R2_001.fastq.gz	libA
PRJNA518082	oro163129	oro163129	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro163129_L001_R1_001.fastq.gz	oro163129_L001_R2_001.fastq.gz	libA
PRJNA518082	oro163130	oro163130	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro163130_L001_R1_001.fastq.gz	oro163130_L001_R2_001.fastq.gz	libA
PRJNA518082	oro163131	oro163131	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro163131_L001_R1_001.fastq.gz	oro163131_L001_R2_001.fastq.gz	libA
PRJNA518082	oro16contaminated1469	oro16contaminated1469	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro16contaminated1469_L001_R1_001.fastq.gz	oro16contaminated1469_L001_R2_001.fastq.gz	libA
PRJNA518082	oro16contaminated2192	oro16contaminated2192	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro16contaminated2192_L001_R1_001.fastq.gz	oro16contaminated2192_L001_R2_001.fastq.gz	libA
